cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote,District,State_Abv
N00026411,Piotr Blass (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,21,FL
N00047456,Sylvia Caravetta (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,21,FL
N00031317,Ted Deutch (D),1364438.44,1265494.08,294597.0,1073436.57,0.0,-3595.13,459816.36,1033950.5,39486.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,58.6,W,I,Florida,,,2020-08-18 00:00:00 +0000,FL22,0,1,N,22,FL
N00045486,Jim Pruden (R),278416.26,278416.26,0.0,78783.0,196233.26,3400.0,0.0,69460.0,9323.0,2020-11-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,41.4,L,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,22,FL
N00026106,Debbie Wasserman Schultz (D),2191922.29,1979903.49,656648.18,1517694.32,0.0,17579.79,616232.68,1273036.0,244658.32,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,58.2,W,I,Florida,,,2020-08-18 00:00:00 +0000,FL23,0,1,N,23,FL
N00037410,Carla Spalding (R),919579.43,903561.2,2791.92,918074.64,10.0,-1297.13,16018.23,273967.06,644107.58,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,41.8,L,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,23,FL
N00046392,Demetrius Fugate (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,23,FL
N00045984,Jeff Olson (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,23,FL
N00030650,Frederica Wilson (D),412591.56,321018.89,372174.53,40417.03,0.0,0.0,420585.37,37760.08,2656.95,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,75.6,W,I,Florida,,,2020-08-18 00:00:00 +0000,FL24,0,1,N,24,FL
N00046393,Lavern Spicer (R),34973.3,34909.16,200.0,15074.3,22199.0,-2500.0,64.14,11750.0,3324.3,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,20.4,L,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,24,FL
N00043860,Christine Olivo (I),31645.82,32897.51,0.0,21880.82,9765.0,0.0,-956.31,7385.0,14495.82,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,4.0,L,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,24,FL
N00047457,Howard Knepper (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,24,FL
N00047388,Hector Rivera (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Florida,,,2020-08-18 00:00:00 +0000,,0,2,N,24,FL
N00025337,Mario Diaz-Balart (R),1590134.36,804054.46,986568.57,603565.79,0.0,0.0,933243.79,600959.78,2606.01,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,100.0,W,I,Florida,,,2020-08-18 00:00:00 +0000,FL25,0,1,N,25,FL
N00041561,Debbie Mucarsel-Powell (D),6793520.67,6822740.46,1280433.04,5028347.02,0.0,484740.61,10597.68,4240214.32,788132.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.3,L,I,Florida,,,2020-08-18 00:00:00 +0000,FL26,0,1,N,26,FL
N00046394,Carlos Gimenez (R),2226559.46,2187388.56,325100.0,1736975.25,0.0,164484.21,39170.9,1590411.01,146564.24,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.7,W,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,26,FL
N00042811,Donna Shalala (D),3842907.29,3735965.92,812166.35,2926415.7,26737.39,77587.85,169727.94,2631166.38,295249.32,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.6,L,I,Florida,,,2020-08-18 00:00:00 +0000,FL27,0,1,N,27,FL
N00042810,Maria Salazar (R),3654189.85,3645813.71,237500.0,3169543.51,182621.18,64525.16,21258.2,2573339.44,596204.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,51.4,W,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,27,FL
N00046473,Frank Polo (I),4606.12,4662.47,0.0,230.0,20.0,4356.12,-56.35,0.0,230.0,2020-11-06 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Florida,,,2020-08-18 00:00:00 +0000,    ,0,2,N,27,FL
N00035346,Buddy Carter (R),2315487.13,1734753.96,1205934.0,1135759.61,0.0,-26206.48,1705925.34,1010659.32,125100.29,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,58.4,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA01,0,1,N,01,GA
N00013262,Joyce Griggs (D),130043.17,125000.33,2250.0,56064.17,70729.0,1000.0,5042.84,34518.4,21545.77,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,41.7,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,01,GA
N00002674,Sanford Bishop (D),1540682.68,1440571.11,1105144.5,380971.01,0.0,54567.17,192527.71,356912.47,24058.54,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,59.1,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA02,0,1,N,02,GA
N00046528,Don Cole (R),164274.14,162521.92,11500.0,152029.88,1468.26,-724.0,1752.22,122011.89,30017.99,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,40.9,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,02,GA
N00039090,Drew Ferguson (R),2374211.54,2150911.12,1452321.77,788430.88,0.0,133458.89,338087.21,588526.39,199904.49,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,65.0,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA03,0,1,N,03,GA
N00046652,Val Almonord (D),35761.87,31946.44,0.0,20761.87,10000.0,5000.0,14858.0,12532.49,8229.38,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.0,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,03,GA
N00027848,Hank Johnson (D),628302.83,490359.51,509375.0,124911.77,0.0,-5983.94,182399.94,75387.66,49524.11,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,80.1,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA04,0,1,N,04,GA
N00045394,Johsira C. Cruz (R),12954.11,23146.23,0.0,13454.11,0.0,-500.0,-3100.05,11513.91,1940.2,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,19.9,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,04,GA
N00047361,Nikema Williams (D),553963.9400000001,362801.23,226042.85,331996.1,0.0,-4075.01,191162.71,251345.25,80650.85,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,85.2,W,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00047458,Robert Franklin (D),360472.52,358394.18,5050.0,289359.02,68163.5,-2100.0,2078.34,254952.06,34406.96,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00046881,Angela Stanton-King (R),305278.74,301338.3,4500.0,298750.66,4077.08,-2049.0,3940.44,128452.43,170298.23,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,14.9,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00047390,Kwanza Hall (D),239596.76,227091.42,5000.0,237596.76,0.0,-3000.0,12505.34,225762.0,11834.76,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00046395,Barrington Martin II (D),16522.42,16516.61,0.0,16522.42,0.0,0.0,5.81,9680.2,6842.22,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00047389,Chase Oliver (L),9225.39,5220.0,0.0,4005.39,0.0,5220.0,4005.39,1400.0,2605.39,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00047537,Steven Muhammad (I),3497.24,-4965.08,0.0,2227.24,1270.0,0.0,13842.32,750.0,1477.24,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00047063,Keisha Waites (D),875.0,0.0,0.0,875.0,0.0,0.0,875.0,250.0,625.0,2020-05-20 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,05,GA
N00046182,Demondria Jefferson (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Georgia,,,2020-05-19 00:00:00 +0000,,0,2,N,05,GA
N00002583,Mable Thomas (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Georgia,,,2020-05-19 00:00:00 +0000,,0,2,N,05,GA
N00042813,Lucy McBath (D),8507298.370000001,8586053.700000001,869818.3,7026782.75,0.0,610697.32,139929.02,4766593.41,2260189.34,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,54.6,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA06,0,1,N,06,GA
N00035477,Karen Handel (R),3026243.3,3072931.67,428050.0,2504244.48,0.0,93948.82,41001.03,1913094.69,591149.79,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.4,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,06,GA
N00044520,Richard McCormick (R),2595446.4,2563723.77,339549.0,1681884.4,524639.45,49373.55,25914.27,1431576.89,250307.51,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,48.6,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,07,GA
N00041321,Carolyn Bourdeaux (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Georgia,,,2020-05-19 00:00:00 +0000,,0,2,N,07,GA
N00032457,Austin Scott (R),821744.7999999999,716158.52,542300.0,285708.0,0.0,-6263.2,666530.14,278500.0,7208.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.5,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA08,0,1,N,08,GA
N00042103,Jimmy Cooper (3),8542.09,8527.85,0.0,4389.09,3553.0,600.0,14.97,2890.0,1499.09,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,08,GA
N00046763,Lindsay Holliday (D),7480.4,5220.0,0.0,260.4,7220.0,0.0,210.4,0.0,260.4,2020-09-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,35.5,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,08,GA
N00046654,Andrew Clyde (R),1569424.68,1561316.2,153800.0,230326.49,1180298.19,5000.0,8108.48,210030.0,20296.49,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,78.6,W,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,09,GA
N00045988,Devin Pandy (D),84272.36,84623.17,73.89,84357.47,0.0,-159.0,-1278.7,38246.42,46111.05,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,21.4,L,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,09,GA
N00032243,Jody Hice (R),595946.55,457648.35,191350.0,409646.55,0.0,-5050.0,249916.19,385608.5,24038.05,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.3,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA10,0,1,N,10,GA
N00043150,Tabitha Johnson-Green (D),14807.96,12213.57,0.0,14997.45,0.0,-189.49,-8.11,7110.0,7887.45,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.7,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,10,GA
N00035347,Barry Loudermilk (R),877767.26,700850.97,638050.0,237036.99,0.0,2680.27,372831.59,217112.6,19924.39,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.4,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA11,0,1,N,11,GA
N00045489,Dana Barrett (D),404625.2,394976.88,3571.08,392689.34,8364.779999999999,0.0,9648.32,294007.98,98681.36,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,39.6,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,11,GA
N00033720,Richard W Allen (R),1228970.03,662818.44,344250.0,880755.18,0.0,3964.85,646909.38,800881.32,79873.86,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,58.4,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA12,0,1,N,12,GA
N00045695,Liz Johnson (D),72060.98,72060.98,2575.98,69585.0,0.0,-100.0,0.0,44652.0,24933.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,41.6,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,12,GA
N00024871,David Scott (D),1209614.37,1131745.64,1025900.0,184210.03,0.0,-495.66,453846.37,181888.24,2321.79,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,77.4,W,I,Georgia,,,2020-05-19 00:00:00 +0000,GA13,0,1,N,13,GA
N00046397,Becky Hites (R),63508.93,62935.21000000001,0.0,45129.0,18379.93,0.0,573.72,37883.0,7246.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,22.6,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,13,GA
N00042816,Martin Cowen (L),13460.07,13463.850000000002,0.0,6060.0,0.0,7400.07,79.52,4550.0,1510.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,C,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,13,GA
N00044701,Marjorie Taylor Greene (R),2596914.48,2237598.51,54750.0,1599018.44,953649.89,-10503.85,359315.97,654744.52,944273.92,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,74.8,W,O,Georgia,,,2020-05-19 00:00:00 +0000,    ,0,2,N,14,GA
N00025882,Ed Case (D),508249.16,472568.89,403562.0,202793.5,0.0,-98106.34,116701.33,165750.0,37043.5,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.7,w,I,Hawaii,,,2020-08-08 00:00:00 +0000,HI01,0,1,N,01,HI
N00043698,Ron Curtis (R),12537.52,12646.84,0.0,3703.36,8834.16,0.0,-109.32,576.3,3127.06,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,25.1,L,C,Hawaii,,,2020-08-08 00:00:00 +0000,    ,0,2,N,01,HI
N00036628,Calvin Griffin (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Hawaii,,,2020-08-08 00:00:00 +0000,,0,2,N,01,HI
N00044007,Kai Kahele (D),1235523.0,1039637.11,348062.01,873465.54,787.69,13207.76,195885.89,636809.09,236656.45,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,57.9,W,O,Hawaii,,,2020-08-08 00:00:00 +0000,    ,0,2,N,02,HI
N00046766,Joe Akana (R),54533.78,55343.86,47.8,41024.04,13176.0,285.94,-810.08,31571.0,9453.04,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,28.3,L,O,Hawaii,,,2020-08-08 00:00:00 +0000,    ,0,2,N,02,HI
N00046476,Jonathan Hoomanawanui (3),1883.0,1522.31,0.0,23.0,1860.0,0.0,585.08,0.0,23.0,2020-10-14 00:00:00 +0000,2021-04-01 00:00:00 +0000,2.2,L,O,Hawaii,,,2020-08-08 00:00:00 +0000,    ,0,2,N,02,HI
N00047468,Ron Burrus (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Hawaii,,,2020-08-08 00:00:00 +0000,,0,2,N,02,HI
N00032250,John Giuffre (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Hawaii,,,2020-08-08 00:00:00 +0000,,0,2,N,02,HI
N00047110,Byron McCorriston (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Hawaii,,,2020-08-08 00:00:00 +0000,,0,2,N,02,HI
N00043682,Michelle Tippens (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,Hawaii,,,2020-08-08 00:00:00 +0000,,0,2,N,02,HI
N00041335,Russ Fulcher (R),575485.28,508456.76,358050.0,219161.7,0.0,-1726.42,102830.8,205925.0,13236.7,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.8,W,I,Idaho,,,2020-05-19 00:00:00 +0000,ID01,0,1,N,01,ID
N00047065,Rudy Soto (D),302902.18,302902.18,17050.0,280386.32,0.0,5465.86,0.0,167256.01,113130.31,2020-12-07 00:00:00 +0000,2021-04-01 00:00:00 +0000,28.7,L,C,Idaho,,,2020-05-19 00:00:00 +0000,    ,0,2,N,01,ID
N00045698,Joe Evans (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Idaho,,,2020-05-19 00:00:00 +0000,,0,2,N,01,ID
N00006263,Mike Simpson (R),1008846.7,1099604.36,749852.99,260243.41,0.0,-1249.7,176313.91,249860.2,10383.21,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,64.1,W,I,Idaho,,,2020-05-19 00:00:00 +0000,ID02,0,1,N,02,ID
N00042112,Aaron Swisher (D),70674.43,70268.32,4000.0,66455.93,100.0,118.5,7850.57,41572.81,24883.12,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,31.7,L,C,Idaho,,,2020-05-19 00:00:00 +0000,    ,0,2,N,02,ID
N00046658,Idaho L Law (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Idaho,,,2020-05-19 00:00:00 +0000,,0,2,N,02,ID
N00030125,Marvin Richardson (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Idaho,,,2020-05-19 00:00:00 +0000,,0,2,N,02,ID
N00004887,Bobby Rush (D),541435.19,496454.08,466500.0,76485.28,0.0,-1550.09,111620.65,75470.0,1015.28,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL01,0,1,N,01,IL
N00045396,Philanise White (R),6288.6,5047.85,0.0,6288.6,0.0,0.0,927.55,2457.88,3830.72,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,26.2,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,01,IL
N00046659,Ruth Pellegrini (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,01,IL
N00035215,Robin Kelly (D),1634782.71,1108137.1,1061576.32,562627.52,250.0,10328.87,1014412.77,489216.94,73410.58,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,78.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL02,0,1,N,02,IL
N00044525,Theresa Raborn (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,02,IL
N00040891,Marie Newman (D),2802093.08,2699323.06,331789.55,2495160.85,3777.75,-28635.07,102840.54,1488551.19,1006609.66,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,56.4,W,O,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,03,IL
N00044775,Mike Fricilone (R),128457.99,127979.6,0.0,88348.99,39009.0,1100.0,478.39,60355.0,27993.99,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,43.6,L,O,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,03,IL
N00042114,Jesus Garcia (D),822846.1,711159.36,415300.0,390673.61,0.0,16872.49,126757.2,348452.12,42221.49,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,16.0,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL04,0,1,N,04,IL
N00047066,Jesus Solorio Jr (R),2065.0,843.27,0.0,2065.0,0.0,0.0,1129.34,1500.0,565.0,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,84.0,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,04,IL
N00030581,Mike Quigley (D),1171507.2,926654.61,763454.0,389646.18,0.0,18407.02,1022348.14,371886.0,17760.18,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,70.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL05,0,1,N,05,IL
N00030240,Tom Hanson (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,05,IL
N00047213,Isaiah Sanderman (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,05,IL
N00047729,Thomas Wilda (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,05,IL
N00041338,Sean Casten (D),5582178.71,5313570.19,1051681.28,4481398.17,0.0,49099.26,346137.6,3590925.24,890472.93,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,52.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL06,0,1,N,06,IL
N00045022,Jeanne Ives (R),3157770.79,3135464.25,193775.3,2919021.99,100.0,44873.5,22306.54,2036938.73,882083.26,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.4,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,06,IL
N00030145,Bill Redpath (L),9836.79,9836.79,100.0,6711.58,3025.21,0.0,0.0,4424.99,2286.59,2020-11-24 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.7,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,06,IL
N00004884,Danny K Davis (D),544690.33,505506.2,487152.56,62171.07,0.0,-4633.3,243171.6,50800.0,11371.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,80.4,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL07,0,1,N,07,IL
N00043820,Tracy Jennings (3),65283.47,65283.47,0.0,54493.47,10790.0,0.0,0.0,47377.47,7116.0,2020-12-03 00:00:00 +0000,2021-04-01 00:00:00 +0000,6.2,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,07,IL
N00041346,Craig Cameron (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,07,IL
N00033240,Raja Krishnamoorthi (D),6358877.91,2207702.77,991009.3,5381774.2,1905.8,-15811.39,8427846.93,4811471.69,570302.51,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,73.2,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL08,0,1,N,08,IL
N00042426,Preston Nelson (L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,08,IL
N00004724,Jan Schakowsky (D),1834801.18,1514838.0799999998,483275.0,1364362.72,0.0,-12836.54,749054.28,1072477.31,291885.41,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,71.0,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL09,0,1,N,09,IL
N00041950,Sargis Sangari (R),35364.0,34714.62,1500.0,30564.0,0.0,3300.0,-3410.07,22350.0,8214.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,29.0,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,09,IL
N00033101,Brad Schneider (D),3459512.12,2873333.3800000004,1283262.41,2191610.0,0.0,-15360.29,1873762.67,1884524.5,307085.5,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.8,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL10,0,1,N,10,IL
N00044705,Valerie Ramirez Mukherjee (R),130225.0,64764.26000000001,5000.0,22425.0,102800.0,0.0,65460.74,18601.0,3824.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.2,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,10,IL
N00045991,Bradley Heinz (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,10,IL
N00047214,Joseph Severino (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,Illinois,,,2020-03-17 00:00:00 +0000,,0,2,N,10,IL
N00029139,Bill Foster (D),2381353.6700000004,1823905.68,912000.0,1253631.79,0.0,215721.88,3736200.6,1042096.81,211534.98,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.3,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL11,0,1,N,11,IL
N00045135,Rick Laib (R),20342.82,20064.12,50.0,16932.82,1600.0,1760.0,278.7,7266.3,9666.52,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,36.7,L,C,Illinois,,,2020-03-17 00:00:00 +0000,    ,0,2,N,11,IL
N00035420,Mike Bost (R),1918041.11,1509572.5,1030395.0,748480.91,0.0,139165.2,413789.29,650000.35,98480.56,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,60.6,W,I,Illinois,,,2020-03-17 00:00:00 +0000,IL12,0,1,N,12,IL
