cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote,District,State_Abv
N00046678,Mike Raleigh (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,New York,,,2020-06-23 00:00:00 +0000,,0,2,N,26,NY
N00044575,Chris Jacobs (R),2147100.79,2084271.47,346698.0,1240918.31,561000.0,-1515.52,62829.32,1164091.52,76826.79,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,59.7,W,I,New York,,,2020-06-23 00:00:00 +0000,NY27,0,1,N,27,NY
N00042478,Nate McMurray (D),1150058.0,1097111.0299999998,79690.67,1069567.33,0.0,800.0,63760.5,655797.52,413769.81,2020-11-23 00:00:00 +0000,2021-04-01 00:00:00 +0000,39.0,L,C,New York,,,2020-06-23 00:00:00 +0000,    ,0,2,N,27,NY
N00043919,Duane Whitmer (L),36056.18,36056.18,0.0,14876.0,21180.18,0.0,0.0,5787.78,9088.22,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,1.3,L,C,New York,,,2020-06-23 00:00:00 +0000,    ,0,2,N,27,NY
N00047248,Michael Gammariello (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,New York,,,2020-06-23 00:00:00 +0000,,0,2,N,27,NY
N00027035,G K Butterfield (D),1032868.82,880419.99,743025.0,292729.08,0.0,-2885.26,663956.67,277825.0,14904.08,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,54.18,W,I,North Carolina,,,2020-03-03 00:00:00 +0000,NC01,0,1,N,01,NC
N00044024,Sandy Smith (R),1458375.49,1437805.45,9650.0,1357172.01,90436.0,1117.48,20570.04,536362.62,820809.39,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,45.82,L,C,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,01,NC
N00046607,Eshan Patel (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,North Carolina,,,2020-03-03 00:00:00 +0000,,0,2,N,01,NC
N00038565,Deborah Ross (D),2268380.7,1816922.57,399988.0,1762872.95,0.0,105519.75,451458.13,1435752.11,327120.84,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.96,W,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,02,NC
N00046240,Alan Swain (R),119664.33,119435.11,12750.0,94396.07,12524.63,-6.37,229.22,78560.0,15836.07,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,34.83,L,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,02,NC
N00042657,Japheth Matemu (L),624.89,54.4,0.0,624.89,0.0,0.0,0.0,585.25,39.64,2019-06-30 00:00:00 +0000,2021-04-01 00:00:00 +0000,2.2,L,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,02,NC
N00044027,Greg Murphy (R),1767789.86,1505558.76,560847.41,958158.61,0.0,248783.84,262231.1,851421.39,106737.22,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,63.38,W,I,North Carolina,,,2020-03-03 00:00:00 +0000,NC03,0,1,N,03,NC
N00044022,Daryl Farrow (D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,North Carolina,,,2020-03-03 00:00:00 +0000,,0,2,N,03,NC
N00002260,David Price (D),1161738.11,1014872.4,660300.0,505328.11,0.0,-3890.0,313315.81,378424.76,126903.35,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,67.33,W,I,North Carolina,,,2020-03-03 00:00:00 +0000,NC04,0,1,N,04,NC
N00046782,Robert Thomas (R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,C,North Carolina,,,2020-03-03 00:00:00 +0000,,0,2,N,04,NC
N00026166,Virginia Foxx (R),1858387.51,1944629.38,808950.0,1057839.29,0.0,-8401.78,2340883.9,982913.34,74925.95,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.93,W,I,North Carolina,,,2020-03-03 00:00:00 +0000,NC05,0,1,N,05,NC
N00041368,David Wilson Brown (D),61596.06,60667.5,4000.0,56557.51,0.0,1038.55,-228.02,30092.58,26464.93,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,31.11,L,C,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,05,NC
N00042159,Kathy Manning (D),2002283.96,1695596.31,289412.0,1670081.78,67.06,42723.12,312339.99,1513027.02,157054.76,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,62.27,W,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,06,NC
N00046243,Lee Haywood (R),73878.49,58341.56,8200.0,64668.49,10.0,1000.0,15536.93,41804.74,22863.75,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,37.73,L,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,06,NC
N00045255,Jennyfer Bucardo (I),750.0,759.48,0.0,550.0,200.0,0.0,9.64,0.0,550.0,2020-02-12 00:00:00 +0000,2021-04-01 00:00:00 +0000,0.0,L,O,North Carolina,,,2020-03-03 00:00:00 +0000,    ,0,2,N,06,NC
N00043865,Bryson Gray (I),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-01 00:00:00 +0000,0.0, ,O,North Carolina,,,2020-03-03 00:00:00 +0000,,0,2,N,06,NC
